Seller,Department,Revenue,Revenue Goal,Margin,Margin Goal,Date,Sales Quantity,Customers
Vitória Ribeiro,Toy,2810.65,2063.26,0.32,0.23,5/11/2022,42,143
Julia Araújo,Sports,1933,3176.19,0.44,0.38,5/11/2022,31,168
Lucas Rodrigues,Sports,2937.29,1788.6,0.42,0.29,5/11/2022,39,211
Thiago Carvalho,Sports,1239.71,1009.32,0.22,0.36,5/11/2022,16,56
Mateus Barbosa,Electronics,1083.44,3052.28,0.28,0.18,5/11/2022,15,78
Camila Carvalho,House,2144.03,1163.73,0.28,0.25,5/11/2022,25,179
Diego Cardoso,Wardrobe,198.05,857.12,0.25,0.17,5/11/2022,2,7
Jorge Santos,Toy,1136.05,1598.22,0.21,0.22,5/11/2022,17,126
Raphael Silva,Stationery,663.29,248.19,0.58,0.41,5/11/2022,10,88
Caroline Reis,Stationery,684.06,347.19,0.4,0.45,5/11/2022,8,56
Letícia Nascimento,Electronics,1400.61,873.27,0.29,0.16,5/12/2022,17,94
Ana Sousa,Electronics,2887.69,2261.29,0.29,0.17,5/12/2022,38,117
Gustavo Martins,Electronics,901.78,2503.51,0.3,0.22,5/12/2022,13,81
Beatriz Santos,Wardrobe,442.15,1282.16,0.1,0.14,5/12/2022,6,19
Camila Lima,Wardrobe,1344.11,2235.89,0.26,0.19,5/12/2022,17,115
Thiago Barbosa,Accessories,936.54,466.17,0.44,0.46,5/12/2022,13,72
Letícia Ribeiro,Accessories,588.44,907.75,0.78,0.42,5/12/2022,7,39
Enzo Nascimento,House,1269.09,2150.2,0.37,0.3,5/12/2022,17,167
Guilherme Santos,House,346.76,3446.05,0.22,0.24,5/12/2022,5,23
Vitória Ribeiro,Toy,2907.25,1187.41,0.11,0.2,5/12/2022,42,365
Julia Araújo,Sports,1856.48,3329.91,0.29,0.27,5/12/2022,22,190
Lucas Rodrigues,Sports,685.23,2957.33,0.26,0.3,5/12/2022,10,75
Thiago Carvalho,Sports,645.56,3544.74,0.34,0.33,5/12/2022,8,35
Mateus Barbosa,Electronics,2506.57,3023.5,0.3,0.18,5/12/2022,35,108
Camila Carvalho,House,3535.43,1795.01,0.28,0.28,5/12/2022,73,299
Diego Cardoso,Wardrobe,2259.39,1729.08,0.09,0.2,5/12/2022,32,312
Jorge Santos,Toy,2697.83,847.63,0.35,0.25,5/12/2022,39,336
Raphael Silva,Stationery,358.75,404.31,0.49,0.38,5/12/2022,5,43
Caroline Reis,Stationery,549.03,893.32,0.49,0.54,5/12/2022,7,29
Letícia Nascimento,Electronics,538.85,1372.65,0.18,0.16,5/13/2022,7,24
Ana Sousa,Electronics,242.05,1520.86,0.3,0.16,5/13/2022,3,8
Gustavo Martins,Electronics,591.66,1997.71,0.23,0.22,5/13/2022,7,39
Beatriz Santos,Wardrobe,732.74,2392.41,0.09,0.21,5/13/2022,9,51
Camila Lima,Wardrobe,58.38,1081.86,0.12,0.16,5/13/2022,2,14
Thiago Barbosa,Accessories,1076.54,503.93,0.2,0.56,5/13/2022,14,79
Letícia Ribeiro,Accessories,1205.54,478.23,0.52,0.52,5/13/2022,17,115
Enzo Nascimento,House,1388.4,2124.39,0.25,0.23,5/13/2022,19,143
Guilherme Santos,House,3077.98,1985.75,0.32,0.3,5/13/2022,45,434
Vitória Ribeiro,Toy,2180.75,929.13,0.13,0.22,5/13/2022,33,200
Julia Araújo,Sports,3022.54,1714.92,0.45,0.39,5/13/2022,39,292
Lucas Rodrigues,Sports,1445.34,2649.7,0.29,0.38,5/13/2022,21,183
Thiago Carvalho,Sports,1047.39,3223.04,0.26,0.36,5/13/2022,15,77
Mateus Barbosa,Electronics,266.18,1066.23,0.18,0.22,5/13/2022,4,11
Camila Carvalho,House,602.31,2146.88,0.41,0.29,5/13/2022,8,74
Diego Cardoso,Wardrobe,1464.93,1070.79,0.27,0.18,5/13/2022,17,127
Jorge Santos,Toy,890.26,1039.24,0.21,0.23,5/13/2022,12,86
Raphael Silva,Stationery,298.39,588.78,0.49,0.47,5/13/2022,3,17
Caroline Reis,Stationery,579.84,259.93,0.7,0.54,5/13/2022,7,29
Letícia Nascimento,Electronics,3538.87,2347.32,0.1,0.22,5/14/2022,63,328
Ana Sousa,Electronics,3607.26,2954.64,0.1,0.24,5/14/2022,76,267
Gustavo Martins,Electronics,1325.41,1803.2,0.22,0.23,5/14/2022,19,137
Beatriz Santos,Wardrobe,450.52,2465.09,0.25,0.21,5/14/2022,7,29
Camila Lima,Wardrobe,2329.39,1475.76,0.12,0.16,5/14/2022,33,301
Thiago Barbosa,Accessories,262.47,587.61,0.4,0.5,5/14/2022,3,10
Letícia Ribeiro,Accessories,1081.17,1046.91,0.56,0.54,5/14/2022,15,84
Enzo Nascimento,House,1942.7,2255.07,0.41,0.23,5/14/2022,28,202
Guilherme Santos,House,1688.6,3438.65,0.34,0.26,5/14/2022,21,114
Vitória Ribeiro,Toy,2464.92,1007.46,0.36,0.27,5/14/2022,37,182
Julia Araújo,Sports,1931.08,2522.76,0.17,0.3,5/14/2022,28,219
Lucas Rodrigues,Sports,2995.99,1468.65,0.22,0.38,5/14/2022,42,176
Thiago Carvalho,Sports,1252.2,1580.49,0.35,0.3,5/14/2022,18,130
Mateus Barbosa,Electronics,2034.93,2423.79,0.11,0.22,5/14/2022,28,124
Camila Carvalho,House,3364.89,2651.69,0.12,0.28,5/14/2022,44,138
Diego Cardoso,Wardrobe,1385.63,2267.05,0.1,0.17,5/14/2022,19,169
Jorge Santos,Toy,2086.41,1350.96,0.15,0.21,5/14/2022,26,204
Raphael Silva,Stationery,111.8,532.26,0.59,0.47,5/14/2022,2,6
Caroline Reis,Stationery,110.67,614.95,0.34,0.47,5/14/2022,1,3
Letícia Nascimento,Electronics,649.41,1472.41,0.3,0.2,5/15/2022,9,47
Ana Sousa,Electronics,1952.36,854.93,0.1,0.22,5/15/2022,26,166
Gustavo Martins,Electronics,74.67,1429.09,0.22,0.23,5/15/2022,2,6
Beatriz Santos,Wardrobe,181.64,921.59,0.2,0.2,5/15/2022,2,9
Camila Lima,Wardrobe,522.6,2359.44,0.22,0.17,5/15/2022,8,45
Thiago Barbosa,Accessories,1039.05,1194.36,0.66,0.44,5/15/2022,14,43
Letícia Ribeiro,Accessories,350.26,668.99,0.38,0.5,5/15/2022,3,13
Enzo Nascimento,House,171.76,3137.89,0.39,0.31,5/15/2022,1,6
Guilherme Santos,House,3580.23,1546.92,0.23,0.28,5/15/2022,57,178
Vitória Ribeiro,Toy,1468.04,1447.36,0.12,0.22,5/15/2022,19,109
Julia Araújo,Sports,1707.03,1711.99,0.42,0.31,5/15/2022,24,188
Lucas Rodrigues,Sports,3470.32,3542.75,0.45,0.3,5/15/2022,45,428
Thiago Carvalho,Sports,1165.41,2123.53,0.39,0.27,5/15/2022,18,118
Mateus Barbosa,Electronics,1003.03,833.18,0.2,0.18,5/15/2022,15,120
Camila Carvalho,House,3704.52,1435.51,0.23,0.3,5/15/2022,54,170
Diego Cardoso,Wardrobe,1822.34,1505.78,0.16,0.17,5/15/2022,22,108
Jorge Santos,Toy,2448.21,2274.65,0.19,0.29,5/15/2022,34,132
Raphael Silva,Stationery,356.48,271.36,0.5,0.45,5/15/2022,5,23
Caroline Reis,Stationery,570.68,365.52,0.2,0.38,5/15/2022,7,33
Letícia Nascimento,Electronics,1557.03,876.17,0.18,0.19,5/16/2022,21,203
Ana Sousa,Electronics,3261.94,3141.45,0.14,0.17,5/16/2022,43,299
Gustavo Martins,Electronics,1269.12,2487.64,0.16,0.23,5/16/2022,17,83
Beatriz Santos,Wardrobe,561.12,891.27,0.17,0.2,5/16/2022,7,57
Camila Lima,Wardrobe,2022.71,642.54,0.24,0.18,5/16/2022,26,172
Thiago Barbosa,Accessories,1231.82,833.84,0.62,0.6,5/16/2022,17,142
Letícia Ribeiro,Accessories,791.49,386.01,0.58,0.56,5/16/2022,11,95
Enzo Nascimento,House,1764.72,1917.16,0.33,0.25,5/16/2022,21,74
Guilherme Santos,House,414.59,2203.06,0.36,0.33,5/16/2022,7,36
Vitória Ribeiro,Toy,2570.24,2580.54,0.22,0.22,5/16/2022,35,348
Julia Araújo,Sports,243.09,1915.04,0.21,0.35,5/16/2022,2,7
Lucas Rodrigues,Sports,429.1,1730.49,0.22,0.34,5/16/2022,6,34
Thiago Carvalho,Sports,2878.66,2159.03,0.23,0.3,5/16/2022,38,308
Mateus Barbosa,Electronics,1298.83,1757.77,0.11,0.22,5/16/2022,19,74
Camila Carvalho,House,207.9,1899.99,0.19,0.26,5/16/2022,3,21
Diego Cardoso,Wardrobe,1606.16,1299.82,0.08,0.2,5/16/2022,21,182
Jorge Santos,Toy,724.16,2011.25,0.17,0.24,5/16/2022,10,74
Raphael Silva,Stationery,51.49,258.83,0.72,0.38,5/16/2022,1,4
Caroline Reis,Stationery,74.38,723.13,0.38,0.47,5/16/2022,1,6
Letícia Nascimento,Electronics,1259.67,2417.63,0.28,0.18,5/17/2022,17,118
Ana Sousa,Electronics,308.68,1142.54,0.19,0.19,5/17/2022,5,39
Gustavo Martins,Electronics,2990.73,2151.98,0.29,0.22,5/17/2022,40,195
Beatriz Santos,Wardrobe,951.42,2402.61,0.27,0.18,5/17/2022,14,62
Camila Lima,Wardrobe,877.57,898.67,0.19,0.19,5/17/2022,13,40
Thiago Barbosa,Accessories,623.53,1046.45,0.34,0.58,5/17/2022,10,72
Letícia Ribeiro,Accessories,1144.64,932.87,0.68,0.54,5/17/2022,17,113
Enzo Nascimento,House,2690.62,1903.03,0.41,0.28,5/17/2022,35,296
Guilherme Santos,House,1291,1901.34,0.28,0.3,5/17/2022,18,63
Vitória Ribeiro,Toy,1362.32,2530.6,0.36,0.2,5/17/2022,19,92
Julia Araújo,Sports,835.89,2255.9,0.33,0.31,5/17/2022,10,34
Lucas Rodrigues,Sports,1838.14,3234.17,0.21,0.33,5/17/2022,26,84
Thiago Carvalho,Sports,3866.36,2806.15,0.39,0.29,5/17/2022,65,507
Mateus Barbosa,Electronics,983.59,1536.54,0.26,0.17,5/17/2022,14,123
Camila Carvalho,House,3726.1,3458.84,0.3,0.23,5/17/2022,63,287
Diego Cardoso,Wardrobe,1533.59,1359.71,0.2,0.18,5/17/2022,22,150
Jorge Santos,Toy,132.34,1311.47,0.35,0.25,5/17/2022,1,7
Raphael Silva,Stationery,204.13,351.75,0.65,0.52,5/17/2022,3,14
Caroline Reis,Stationery,434.56,866.1,0.43,0.47,5/17/2022,7,54
Letícia Nascimento,Electronics,1066.47,2689.72,0.22,0.24,5/18/2022,14,116
Ana Sousa,Electronics,949.93,1561.46,0.24,0.18,5/18/2022,12,43
Gustavo Martins,Electronics,186.96,2078.57,0.17,0.18,5/18/2022,1,5
Beatriz Santos,Wardrobe,1199.32,1397.31,0.17,0.19,5/18/2022,17,128
Camila Lima,Wardrobe,2088.18,1905.5,0.15,0.2,5/18/2022,27,235
Thiago Barbosa,Accessories,326.23,638.6,0.6,0.46,5/18/2022,5,19
Letícia Ribeiro,Accessories,1284.79,871.24,0.78,0.46,5/18/2022,18,84
Enzo Nascimento,House,245.44,3132.31,0.36,0.33,5/18/2022,3,12
Guilherme Santos,House,2132.4,3568.07,0.19,0.31,5/18/2022,25,140
Vitória Ribeiro,Toy,980.15,1079.52,0.15,0.28,5/18/2022,12,82
Julia Araújo,Sports,3179.49,2457.44,0.16,0.3,5/18/2022,49,354
Lucas Rodrigues,Sports,2105.4,2166.95,0.34,0.36,5/18/2022,28,81
Thiago Carvalho,Sports,2471.91,1201.75,0.43,0.35,5/18/2022,36,288
Mateus Barbosa,Electronics,950.41,2135.67,0.16,0.21,5/18/2022,13,55
Camila Carvalho,House,1066.56,1694.38,0.3,0.26,5/18/2022,14,104
Diego Cardoso,Wardrobe,1329.61,948.72,0.25,0.17,5/18/2022,17,77
Jorge Santos,Toy,2675.59,2623.76,0.27,0.29,5/18/2022,38,266
Raphael Silva,Stationery,425.08,315.14,0.72,0.47,5/18/2022,6,25
Caroline Reis,Stationery,560.9,556.42,0.22,0.45,5/18/2022,7,23
Letícia Nascimento,Electronics,2450.19,2564.42,0.2,0.22,5/19/2022,36,334
Ana Sousa,Electronics,2346.75,2810.06,0.22,0.21,5/19/2022,29,276
Gustavo Martins,Electronics,1381.27,2812.09,0.3,0.18,5/19/2022,19,176
Beatriz Santos,Wardrobe,2507.18,2141.76,0.21,0.18,5/19/2022,39,131
Camila Lima,Wardrobe,886.38,1930.79,0.23,0.17,5/19/2022,12,114
Thiago Barbosa,Accessories,952.89,465.81,0.22,0.54,5/19/2022,14,67
Letícia Ribeiro,Accessories,520.22,331.64,0.6,0.56,5/19/2022,7,53
Enzo Nascimento,House,1441.31,1370.55,0.39,0.29,5/19/2022,19,170
Guilherme Santos,House,1861.89,2007.5,0.33,0.28,5/19/2022,24,99
Vitória Ribeiro,Toy,2040.8,1465.38,0.25,0.23,5/19/2022,25,175
Julia Araújo,Sports,2373.63,2844.58,0.16,0.38,5/19/2022,29,97
Lucas Rodrigues,Sports,3687.06,2764.16,0.42,0.33,5/19/2022,72,531
Thiago Carvalho,Sports,3227.42,2691.57,0.2,0.35,5/19/2022,45,356
Mateus Barbosa,Electronics,680.79,2906.19,0.11,0.24,5/19/2022,10,76
Camila Carvalho,House,3653.45,2103.68,0.24,0.22,5/19/2022,83,662
Diego Cardoso,Wardrobe,413.01,2011.27,0.1,0.18,5/19/2022,5,25
Jorge Santos,Toy,2099.11,2022.77,0.19,0.21,5/19/2022,27,205
Raphael Silva,Stationery,162.81,459.79,0.5,0.49,5/19/2022,2,5
Caroline Reis,Stationery,582.99,547.37,0.61,0.4,5/19/2022,7,38
Letícia Nascimento,Electronics,1462.87,1663.84,0.13,0.2,5/20/2022,17,81
Ana Sousa,Electronics,237.5,1217.96,0.27,0.17,5/20/2022,4,23
Gustavo Martins,Electronics,1823.11,2472.13,0.18,0.19,5/20/2022,23,134
Beatriz Santos,Wardrobe,1225.74,728.93,0.1,0.17,5/20/2022,18,70
Camila Lima,Wardrobe,2477.67,1443.33,0.21,0.19,5/20/2022,33,214
Thiago Barbosa,Accessories,883.43,871.47,0.48,0.58,5/20/2022,12,72
Letícia Ribeiro,Accessories,229.46,763.67,0.32,0.54,5/20/2022,4,20
Enzo Nascimento,House,89.79,1602.91,0.42,0.23,5/20/2022,1,3
Guilherme Santos,House,3806.05,2004.03,0.31,0.23,5/20/2022,77,691
Vitória Ribeiro,Toy,1434.18,1638.89,0.12,0.21,5/20/2022,17,139
Julia Araújo,Sports,3190.35,3431.48,0.14,0.39,5/20/2022,50,227
Lucas Rodrigues,Sports,3089.08,1280.55,0.14,0.36,5/20/2022,49,413
Thiago Carvalho,Sports,3366.73,1645.41,0.27,0.33,5/20/2022,49,192
Mateus Barbosa,Electronics,843.99,1391.17,0.12,0.24,5/20/2022,10,86
Camila Carvalho,House,3809.52,2643.04,0.35,0.3,5/20/2022,80,683
Diego Cardoso,Wardrobe,931.74,2070.81,0.07,0.17,5/20/2022,13,114
Jorge Santos,Toy,1123.57,2660.45,0.13,0.21,5/20/2022,14,73
Raphael Silva,Stationery,307.35,261.47,0.22,0.49,5/20/2022,3,21
Caroline Reis,Stationery,886.83,581.02,0.29,0.36,5/20/2022,12,58
Letícia Nascimento,Electronics,1325.19,2755.63,0.24,0.16,5/21/2022,17,106
Ana Sousa,Electronics,572.57,2487.07,0.18,0.23,5/21/2022,7,59
Gustavo Martins,Electronics,91.14,2170.17,0.3,0.22,5/21/2022,1,5
Beatriz Santos,Wardrobe,1367.26,1273.2,0.16,0.19,5/21/2022,18,171
Camila Lima,Wardrobe,1604.19,952.85,0.21,0.18,5/21/2022,21,80
Thiago Barbosa,Accessories,996.01,425.49,0.28,0.42,5/21/2022,14,81
Letícia Ribeiro,Accessories,700.21,584.96,0.48,0.54,5/21/2022,8,26
Enzo Nascimento,House,3786.79,2199.71,0.32,0.28,5/21/2022,50,266
Guilherme Santos,House,402.32,2151.73,0.2,0.23,5/21/2022,5,19
Vitória Ribeiro,Toy,1753.79,2445.83,0.36,0.28,5/21/2022,26,247
Julia Araújo,Sports,3327.98,1440.24,0.23,0.26,5/21/2022,44,341
Lucas Rodrigues,Sports,1602.61,3204.8,0.14,0.29,5/21/2022,23,167
Thiago Carvalho,Sports,2734.79,1720.39,0.17,0.27,5/21/2022,38,370
Mateus Barbosa,Electronics,2619.67,1125.49,0.16,0.2,5/21/2022,35,291
Camila Carvalho,House,4066.82,3553.74,0.15,0.26,5/21/2022,79,580
Diego Cardoso,Wardrobe,544.18,1420.23,0.1,0.17,5/21/2022,7,46
Jorge Santos,Toy,1770.15,1130.12,0.18,0.21,5/21/2022,25,144
Raphael Silva,Stationery,885.18,256.01,0.29,0.45,5/21/2022,14,56
Caroline Reis,Stationery,344.65,619.79,0.31,0.43,5/21/2022,5,46
Letícia Nascimento,Electronics,3164.89,1950.46,0.12,0.19,5/22/2022,45,138
Ana Sousa,Electronics,2264.26,1212.9,0.22,0.16,5/22/2022,34,162
Gustavo Martins,Electronics,3256.5,1016.93,0.21,0.16,5/22/2022,47,334
Beatriz Santos,Wardrobe,2504.63,1945.98,0.09,0.15,5/22/2022,37,257
Camila Lima,Wardrobe,156.03,1514.12,0.1,0.2,5/22/2022,1,4
Thiago Barbosa,Accessories,1073.88,800.3,0.72,0.42,5/22/2022,15,48
Letícia Ribeiro,Accessories,811.63,1199.33,0.64,0.5,5/22/2022,9,49
Enzo Nascimento,House,1022.07,1862.68,0.15,0.26,5/22/2022,14,51
Guilherme Santos,House,1396.4,3792.68,0.3,0.29,5/22/2022,19,133
Vitória Ribeiro,Toy,114.02,715.89,0.12,0.29,5/22/2022,1,3
Julia Araújo,Sports,2941.94,1584.41,0.36,0.31,5/22/2022,44,142
Lucas Rodrigues,Sports,3567.17,1754.92,0.34,0.31,5/22/2022,63,450
Thiago Carvalho,Sports,2867.85,962.35,0.31,0.31,5/22/2022,38,300
Mateus Barbosa,Electronics,478.01,1653.26,0.13,0.18,5/22/2022,6,48
Camila Carvalho,House,2260.37,3518.85,0.2,0.24,5/22/2022,32,239
Diego Cardoso,Wardrobe,1514.61,1836.67,0.15,0.15,5/22/2022,21,147
Jorge Santos,Toy,1735.34,1633.43,0.28,0.25,5/22/2022,21,205
Raphael Silva,Stationery,803.06,338.32,0.52,0.4,5/22/2022,10,38
Caroline Reis,Stationery,46.73,416.33,0.23,0.52,5/22/2022,1,5
Letícia Nascimento,Electronics,658.49,2467.76,0.22,0.23,5/23/2022,10,70
Ana Sousa,Electronics,1527.94,2396.93,0.32,0.16,5/23/2022,22,152
Gustavo Martins,Electronics,2282.42,2198.59,0.08,0.19,5/23/2022,33,298
Beatriz Santos,Wardrobe,963.28,841.13,0.23,0.17,5/23/2022,14,114
Camila Lima,Wardrobe,1020.4,2450.51,0.14,0.18,5/23/2022,14,88
Thiago Barbosa,Accessories,115.91,1080.58,0.64,0.58,5/23/2022,1,6
Letícia Ribeiro,Accessories,37.23,351.07,0.3,0.46,5/23/2022,1,6
Enzo Nascimento,House,592.1,2576.52,0.33,0.29,5/23/2022,7,49
Guilherme Santos,House,656,3265.45,0.31,0.29,5/23/2022,9,67
Vitória Ribeiro,Toy,2256.3,791.44,0.39,0.26,5/23/2022,31,259
Julia Araújo,Sports,879.61,1430.31,0.34,0.33,5/23/2022,13,85
Lucas Rodrigues,Sports,2186.61,2896.32,0.17,0.38,5/23/2022,33,122
Thiago Carvalho,Sports,3494.54,1753.53,0.18,0.3,5/23/2022,43,145
Mateus Barbosa,Electronics,3420.48,2115.47,0.19,0.22,5/23/2022,45,263
Camila Carvalho,House,3492.54,2667.26,0.31,0.24,5/23/2022,45,243
Diego Cardoso,Wardrobe,2619.41,1342.53,0.1,0.2,5/23/2022,35,292
Jorge Santos,Toy,202.08,1761.85,0.15,0.26,5/23/2022,3,17
Raphael Silva,Stationery,963.36,645.06,0.29,0.45,5/23/2022,13,82
Caroline Reis,Stationery,521.42,946.11,0.38,0.5,5/23/2022,7,19
Letícia Nascimento,Electronics,2232.02,1335.22,0.22,0.22,5/24/2022,35,108
Ana Sousa,Electronics,3590.75,1063.84,0.17,0.18,5/24/2022,57,196
Gustavo Martins,Electronics,2662.09,3139.92,0.29,0.22,5/24/2022,33,233
Beatriz Santos,Wardrobe,404.04,2012.87,0.09,0.19,5/24/2022,5,26
Camila Lima,Wardrobe,1546.86,695.65,0.23,0.2,5/24/2022,22,113
Thiago Barbosa,Accessories,1006.8,358.84,0.78,0.46,5/24/2022,14,51
Letícia Ribeiro,Accessories,945.25,821.83,0.46,0.5,5/24/2022,13,78
Enzo Nascimento,House,426.84,1330.21,0.42,0.32,5/24/2022,5,14
Guilherme Santos,House,2341.43,2539.24,0.31,0.23,5/24/2022,34,197
Vitória Ribeiro,Toy,978.46,1124.74,0.23,0.24,5/24/2022,12,42
Julia Araújo,Sports,2303.87,2927.09,0.33,0.29,5/24/2022,31,244
Lucas Rodrigues,Sports,3072.09,2590.35,0.29,0.36,5/24/2022,43,182
Thiago Carvalho,Sports,2952.51,945.49,0.47,0.36,5/24/2022,42,405
Mateus Barbosa,Electronics,1732.92,3132.11,0.26,0.19,5/24/2022,24,157
Camila Carvalho,House,3810.05,1101.34,0.43,0.24,5/24/2022,69,500
Diego Cardoso,Wardrobe,993.41,1068.39,0.26,0.15,5/24/2022,15,78
Jorge Santos,Toy,751.82,796.09,0.39,0.26,5/24/2022,10,90
Raphael Silva,Stationery,944.92,570.5,0.5,0.49,5/24/2022,13,100
Caroline Reis,Stationery,648.87,304.11,0.49,0.5,5/24/2022,10,88
Letícia Nascimento,Electronics,3246.91,1623.49,0.23,0.21,5/25/2022,45,194
Ana Sousa,Electronics,423.09,836.61,0.17,0.16,5/25/2022,5,39
Gustavo Martins,Electronics,1480.82,1478.9,0.26,0.18,5/25/2022,23,182
Beatriz Santos,Wardrobe,190.25,1636.15,0.2,0.17,5/25/2022,3,19
Camila Lima,Wardrobe,1053.04,1922.53,0.24,0.18,5/25/2022,14,138
Thiago Barbosa,Accessories,445.22,395.1,0.38,0.58,5/25/2022,7,60
Letícia Ribeiro,Accessories,40.06,514.5,0.52,0.52,5/25/2022,1,4
Enzo Nascimento,House,2796.63,3513.19,0.15,0.29,5/25/2022,38,317
Guilherme Santos,House,1869.29,1084.36,0.34,0.28,5/25/2022,22,153
Vitória Ribeiro,Toy,1777.81,1699.15,0.1,0.21,5/25/2022,23,86
Julia Araújo,Sports,103.26,1898.01,0.31,0.29,5/25/2022,1,5
Lucas Rodrigues,Sports,415.21,3051.62,0.17,0.36,5/25/2022,5,23
Thiago Carvalho,Sports,2841.52,2385.67,0.47,0.29,5/25/2022,42,234
Mateus Barbosa,Electronics,876.94,2836.01,0.18,0.23,5/25/2022,12,38
Camila Carvalho,House,2485.35,1102.65,0.41,0.23,5/25/2022,37,248
Diego Cardoso,Wardrobe,2244.3,1886.01,0.13,0.16,5/25/2022,30,173
Jorge Santos,Toy,266.53,2006.69,0.16,0.2,5/25/2022,2,5
Raphael Silva,Stationery,873.2,409.92,0.49,0.45,5/25/2022,12,70
Caroline Reis,Stationery,324.13,860.55,0.68,0.4,5/25/2022,4,12
Letícia Nascimento,Electronics,3213.58,2107.66,0.23,0.18,5/26/2022,49,480
Ana Sousa,Electronics,2545.87,2807.74,0.32,0.22,5/26/2022,38,195
Gustavo Martins,Electronics,1944.15,1322.47,0.22,0.18,5/26/2022,28,271
Beatriz Santos,Wardrobe,1236.49,2002.23,0.08,0.17,5/26/2022,17,149
Camila Lima,Wardrobe,1225.59,1906.76,0.1,0.2,5/26/2022,18,92
Thiago Barbosa,Accessories,880.9,650.82,0.78,0.48,5/26/2022,14,122
Letícia Ribeiro,Accessories,932.9,1133.11,0.76,0.54,5/26/2022,13,125
Enzo Nascimento,House,3907.91,1758,0.33,0.25,5/26/2022,59,218
Guilherme Santos,House,261.01,2361.82,0.15,0.28,5/26/2022,3,19
Vitória Ribeiro,Toy,1033.21,2028.21,0.17,0.21,5/26/2022,14,134
Julia Araújo,Sports,3428.86,1870.89,0.17,0.34,5/26/2022,44,362
Lucas Rodrigues,Sports,619.76,1037.19,0.29,0.33,5/26/2022,8,49
Thiago Carvalho,Sports,1602.72,3351.73,0.47,0.3,5/26/2022,23,98
Mateus Barbosa,Electronics,946.11,1211.97,0.14,0.19,5/26/2022,12,36
Camila Carvalho,House,3448.12,3466.31,0.17,0.22,5/26/2022,47,151
Diego Cardoso,Wardrobe,123.64,2386.79,0.1,0.15,5/26/2022,1,3
Jorge Santos,Toy,2654.92,763.33,0.28,0.28,5/26/2022,35,230
Raphael Silva,Stationery,1053.57,621.97,0.45,0.4,5/26/2022,15,81
Caroline Reis,Stationery,570.43,701.34,0.49,0.4,5/26/2022,7,63
Letícia Nascimento,Electronics,3499.1,1788.1,0.1,0.17,5/27/2022,46,226
Ana Sousa,Electronics,2650.49,1414.51,0.28,0.22,5/27/2022,37,128
Gustavo Martins,Electronics,316.19,1963.7,0.16,0.24,5/27/2022,5,37
Beatriz Santos,Wardrobe,994.44,872.44,0.27,0.17,5/27/2022,14,118
Camila Lima,Wardrobe,1282.5,945.03,0.11,0.21,5/27/2022,16,154
Thiago Barbosa,Accessories,833.39,447.82,0.36,0.4,5/27/2022,10,29
Letícia Ribeiro,Accessories,192.11,319.39,0.7,0.46,5/27/2022,3,17
Enzo Nascimento,House,3661.16,2533.89,0.24,0.23,5/27/2022,56,211
Guilherme Santos,House,522.1,3716.19,0.15,0.32,5/27/2022,7,23
Vitória Ribeiro,Toy,2914.31,2560.58,0.31,0.27,5/27/2022,42,249
Julia Araújo,Sports,1262.52,1491.59,0.14,0.27,5/27/2022,17,99
Lucas Rodrigues,Sports,3837.74,3405.69,0.25,0.39,5/27/2022,63,281
Thiago Carvalho,Sports,3220.77,3141.39,0.43,0.39,5/27/2022,47,190
Mateus Barbosa,Electronics,2956.17,2810.73,0.14,0.22,5/27/2022,44,195
Camila Carvalho,House,2091.79,1807,0.13,0.25,5/27/2022,30,144
Diego Cardoso,Wardrobe,862.13,1974.94,0.15,0.2,5/27/2022,12,94
Jorge Santos,Toy,2523.09,1571.53,0.23,0.21,5/27/2022,37,107
Raphael Silva,Stationery,756.67,528.27,0.61,0.52,5/27/2022,12,52
Caroline Reis,Stationery,140.68,932.32,0.68,0.41,5/27/2022,2,6
Letícia Nascimento,Electronics,3017.24,1580.25,0.1,0.18,5/28/2022,43,314
Ana Sousa,Electronics,3302.9,1469.41,0.31,0.19,5/28/2022,49,472
Gustavo Martins,Electronics,2300.38,3249.45,0.08,0.16,5/28/2022,31,157
Beatriz Santos,Wardrobe,994.25,1673.09,0.27,0.16,5/28/2022,14,77
Camila Lima,Wardrobe,424.83,2428.58,0.09,0.18,5/28/2022,6,52
Thiago Barbosa,Accessories,1329.3,1219.08,0.26,0.56,5/28/2022,19,96
Letícia Ribeiro,Accessories,506.41,1108.72,0.3,0.54,5/28/2022,5,15
Enzo Nascimento,House,1517.46,1872.72,0.29,0.22,5/28/2022,20,74
Guilherme Santos,House,1085.48,1196.77,0.43,0.23,5/28/2022,14,54
Vitória Ribeiro,Toy,958.41,1981.57,0.12,0.26,5/28/2022,12,106
Julia Araújo,Sports,259.53,1911.86,0.17,0.3,5/28/2022,2,10
Lucas Rodrigues,Sports,2520.62,2101.83,0.44,0.33,5/28/2022,34,107
Thiago Carvalho,Sports,2073.79,3529.98,0.52,0.33,5/28/2022,28,266
Mateus Barbosa,Electronics,1269.03,1048.07,0.19,0.16,5/28/2022,16,145
Camila Carvalho,House,3736.36,3066.4,0.12,0.26,5/28/2022,66,332
Diego Cardoso,Wardrobe,452.78,1364.37,0.17,0.14,5/28/2022,7,40
Jorge Santos,Toy,1323.75,1702.69,0.33,0.21,5/28/2022,17,125
